,filename
90,2019-07-09 TS_Christine Norval [W2234].pdf
91,2019-07-05 TS_William Wright [W2287].pdf
92,"2019-07-10 TS_Mr Z [W2223], Mrs Z [W2311].pdf"
93,2019-07-11 TS_Mr AC [W0196].pdf
94,2019-07-23 TS_Karisa Jones [W2019].pdf
95,2019-07-24 TS_Janet Smith [W1523] and Colin Smith [W1781].pdf
96,2019-07-25 TS_Mr AF [W1275].pdf
97,2019-06-07 TS_Maria Fletcher [W1876].pdf
98,2019-07-26 TS_Gaynor Lewis [W2368].pdf
99,2019-10-15 TS_Elizabeth Hooper [W3514].pdf
100,2019-10-09 TS_Mark Stewart [W1000].pdf
101,2019-05-24 TS_Caroline Carberry [W2451].pdf
102,2023-01-26 TS_David Johnston KC & Nicola Leahey.pdf
103,2019-10-18 TS_Mrs AO [W0407].pdf
104,2019-10-18 TS_David Farrugia [W1216].pdf
105,"2019-10-28 TS_Alan Burgess [W1122], Sarah Adams [W1067].pdf"
106,2019-10-29 TS_Mr AR [W2362].pdf
107,2019-10-30 TS_Martin Macleod [W2028].pdf
108,2019-11-01 TS_Mrs AX [W0507].pdf
109,2020-02-24 TS_Inquiry Intermediaries and Psychosocial Experts (London).pdf
110,2020-02-28 TS_Bleeding Disorders Experts (London).pdf
111,2020-02-26 TS_Hepatitis Experts (London).pdf
112,2020-10-22 TS_Professor Edward Tuddenham.pdf
113,2020-10-29 TS_Professor Liakat Parapia.pdf
114,2020-11-02 TS_Professor Francis Eric Preston.pdf
115,2020-11-04 TS_Professor Charles Hay.pdf
116,2019-05-24 TS_Mark Donnelly [W2609].pdf
117,2020-11-05 TS_Professor Charles Hay (continued).pdf
118,2019-07-03 TS_Eileen Dyson [W2130].pdf
119,2020-10-09 TS_Oxford Haemophilia Centre - Inquiry Presentation.pdf
120,2020-11-17 TS_Dr Saad Al-Ismail.pdf
121,2020-11-18 TS_Doctor Vivian Mitchell.pdf
122,2020-11-19 TS_Dr Paul Giangrande.pdf
123,2020-12-01 TS_Professor Christopher Ludlam.pdf
124,2020-12-02 TS_Professor Christopher Ludlam (continued).pdf
125,2020-12-07 TS_Dr Anna Pettigrew.pdf
126,2020-12-08 TS_Professor Ian Hann.pdf
127,2020-12-03 TS_Professor Christopher Ludlam (continued).pdf
128,2020-12-09 TS_Professor Gordon Lowe.pdf
129,2021-01-12 TS_Dr David Bevan (London).pdf
130,2021-01-14 TS_Dr Janet Shirley (London).pdf
131,2020-12-04 TS_Professor Christopher Ludlam (continued)_0.pdf
132,2020-12-10 TS_Professor Gordon Lowe (Continued) London.pdf
133,2020-12-11 TS_Professor Gordon Lowe (continued).pdf
134,2021-01-26 TS_Medical Ethics Experts.pdf
135,2021-01-15 TS_Professor Peter Collins (London).pdf
136,2023-02-03 TS_Closing Statements.pdf
137,2019-05-23 TS_Nigel Peter Hamilton [W2340].pdf
138,2019-06-07 TS_Graham Manning [W1367].pdf
139,2019-06-11 TS_Jo-Ann Cohrs [W1162].pdf
140,2020-10-02 TS_Dr Mark Winter (Continued).pdf
141,2021-03-25 TS_Mark Mildred and Charles Lister.pdf
142,2021-02-03 TS_Presentation on Newcastle Haemophilia Centre.pdf
143,2021-02-09 TS David Watters and Presentation on Newcastle Haemophilia Centre continued.pdf
144,2022-06-09 TS_ Justin Fenwick QC_1.pdf
145,2021-07-28 TS_Lord Kenneth Clarke continued.pdf
146,2021-07-29 TS_Lord Kenneth Clarke continued.pdf
147,2021-07-19 TS_Dr Diana Walford.pdf
148,2021-07-20 TS_Dr Diana Walford Continued.pdf
149,2021-07-21 TS_Dr Diana Walford Continued.pdf
150,2022-07-05 TS_Lord William Waldegrave.pdf
151,2021-02-02 TS_Presentation on First Cardiff AIDS Patient and Presentation on Newcastle Haemophilia Centre.pdf
152,2022-05-12 TS_Dr Hilary Pickles.pdf
153,2022-03-30 TS_Dr Terry Snape continued.pdf
154,2021-02-12 TS_David Watters continued.pdf
155,2021-02-24 TS_Peter Stevens continued.pdf
156,2021-02-26 TS_Christopher Fitzgerald.pdf
157,2021-03-09 TS_Russell Mishcon and Alasdair Murray.pdf
158,2021-03-26 TS_Charles Lister OBE continued.pdf
159,2021-03-11 TS_Jude Cohen and Kate Rendle.pdf
160,2021-03-12 TS_Sue Phipps and Neil Bateman.pdf
161,2021-06-16 TS_Presentation by Counsel to the Inquiry about the smaller haemophilia centres.pdf
162,2021-03-22 TS_Presentation about the Skipton Fund and Ann Lloyd.pdf
163,2021-03-24 TS_Professor Howard Thomas.pdf
164,"2021-05-18 TS_Mairi Gougeon, Samantha Baker and Martin Bell.pdf"
165,2021-03-30 TS_Presentation about the Belfast Haemophilia Centre.pdf
166,2021-03-31 TS_Presentation about the Belfast Haemophilia Centre continued.pdf
167,2021-05-19 TS_Robin Swann and Liz Redmond.pdf
168,2021-05-20 TS_Vaughan Gething and Alison Ramsey.pdf
169,"2021-05-21 TS_Brendan Brown, Matt Hancock and William Vineall.pdf"
170,2021-05-25 TS_Peter Wetherell.pdf
171,2021-05-27 TS_Karin Pappenheim.pdf
172,"2021-06-10 TS_Lynne Kelly, Simon Hamilton and William Wright.pdf"
173,2021-05-28 TS_Presentation by Counsel to the Inquiry about ethical and professional guidance for clinicians.pdf
174,2021-09-24 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies.pdf
175,"2021-06-17 TS_Presentation by Counsel to the Inquiry about the smaller haemophilia centres in Scotland, in eastern England, the south and south west.pdf"
176,"2021-06-21 TS_Presentation by Counsel to the Inquiry about Treloar's, Gary Webster & Mr BA.pdf"
177,2022-06-10 TS_Richard Gutowski [W5292].pdf
178,"2021-06-23 TS_Mr BC, Lee Stay & Presentation by Counsel to the Inquiry about Treloar's - continued.pdf"
179,2021-06-24 TS_Alec Macpherson & Presentation by Counsel to the Inquiry about Treloar's - continued.pdf
180,2021-06-25 TS_Presentation by Counsel to the Inquiry about Treloar's - continued.pdf
181,2021-07-22 TS_Lord Simon Glenarthur.pdf
182,2021-07-23 TS_Lord Simon Glenarthur continued.pdf
183,2021-09-21 TS_Lord Norman Fowler.pdf
184,2021-09-22 TS_Lord Norman Fowler.pdf
185,"2021-09-23 TS_Presentations on the licensing of blood products and pharmaceutical companies Hyland, Travenol, Immuno.pdf"
186,2021-12-01 TS_Dr Tony Napier continued.pdf
187,2021-09-30 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies involved in blood products Bayer.pdf
188,2021-09-29 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies involved in blood products Armour and Bayer.pdf
189,2021-10-01 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies involved in blood products Speywood; Sarah Middleton.pdf
190,2022-07-27 TS_Jeremy Hunt.pdf
191,2021-09-28 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies involved in blood products Travenol and Armour.pdf
192,2021-11-04 TS_Christopher Bishop.pdf
193,2021-10-01 TS_Presentation by Counsel to the Inquiry about smaller haemophilia centres.pdf
194,"2021-10-05 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies involved in blood products - Speywood, Alpha, Abbott and Grifols.pdf"
195,2021-10-08 TS_Counsel presentation; smaller haemophilia centres; other English centres.pdf
196,"2021-10-06 TS_Presentation by Counsel to the Inquiry relating to pharmaceutical companies involved in blood products Alpha, Abbott and Grifols & about smaller haemophilia centres.pdf"
197,2021-10-07 TS_Presentation by Counsel to the Inquiry about smaller haemophilia centres.pdf
198,2021-11-09 TS_Presentations by Counsel to the Inquiry relating to the organisation and history of the blood services.pdf
199,2022-07-20 TS_Lord Michael Forsyth.pdf
200,2021-11-02 TS_Presentation by Counsel to the Inquiry relating to knowledge of and response to risk by pharmaceutical companies involved in blood products.pdf
201,2021-11-10 TS_Presentation by Counsel to the Inquiry about Professor John Cash (deceased).pdf
202,2021-11-03 TS_Presentation by Counsel to the Inquiry relating to knowledge of and response to risk by pharmaceutical companies involved in blood products contd.pdf
203,2021-11-12 TS_Presentation by Counsel to the Inquiry about the work of Dr Harold Gunson (continued).pdf
204,2021-11-11 TS_Presentations by Counsel to the Inquiry about the work of Professor John Cash (continued) and the work of Dr Harold Gunson (deceased).pdf
205,2021-12-03 TS_Professor Dame Marcela Contreras continued.pdf
206,2021-12-10 TS_Dr Patricia Hewitt continued.pdf
207,2022-07-29 TS_Susan Deacon.pdf
208,2021-12-02 TS_Professor Dame Marcela Contreras.pdf
209,2021-12-06 TS_Dr Colin Entwistle.pdf
210,2021-12-07 TS_Dr George Galea.pdf
211,2021-12-08 TS_Dr Lorna Williamson.pdf
212,2021-12-09 TS_Dr Patricia Hewitt.pdf
213,2022-01-28 TS_Dr Brian McClelland continued.pdf
214,2022-01-20 TS_Dr Vanessa Martlew.pdf
215,2022-01-25 TS_Dr Bill Wagstaff.pdf
216,2022-01-26 TS_Professor John Barbara.pdf
217,2022-01-27 TS_Dr Brian McClelland.pdf
218,2022-02-23 TS_Professor Philip Steer and Dr David Bogod.pdf
219,2022-02-01 TS_Dr Morris McClelland.pdf
220,2022-02-04 TS_Dr Frank Boulton.pdf
221,2022-02-11 TS_Dr Stanley Dempsey.pdf
222,2022-02-08 TS_Presentation by Counsel about the Wessex Regional Blood Transfusion Centre and Dr Huw Lloyd.pdf
223,2022-03-24 TS_Dr Peter Foster.pdf
224,2022-02-09 TS_Presentation by Counsel to the Inquiry about the Yorkshire Regional Blood Transfusion Centre and Dr Huw Lloyd cont'd..pdf
225,2022-02-21 TS_Presentation by Counsel to the Inquiry about the experiences of people infected and affected through blood transfusions & guidance available to clinicians about the use of blood transfusions.pdf
226,2022-02-24 TS_Dr Jonathan Wallis and Professor Michael Murphy.pdf
227,2022-03-02 TS_Professor Anthony Goldstone and Dr Dafydd Thomas.pdf
228,2022-03-03 TS_Professor Dame Sally Davies and Emma Prescott.pdf
229,2022-03-04 TS_Hepatitis (Palliative Care in Advanced Liver Disease) Expert Group and Samantha May.pdf
230,2022-03-17 TS_Presentations by Counsel to the Inquiry about supply and demand for blood products in England and Wales and about the work and evidence of James Smith.pdf
231,2022-03-15 TS_Presentation by Counsel to the Inquiry about self-sufficiency and domestic production of blood products in England and Wales.pdf
232,2022-03-25 TS_Dr Peter Foster continued.pdf
233,2022-03-16 TS_Presentation by Counsel to the Inquiry about self-sufficiency and domestic production of blood products in England and Wales continued.pdf
234,2022-03-22 TS_Presentations by Counsel about Dr Richard Lane (continued) and about self-sufficiency and domestic product.pdf
235,2022-03-18 TS_Presentations by Counsel to the Inquiry about the work and evidence of Dr James Smith and the work and evidence of Dr Richard Lane.pdf
236,2022-03-23 TS_Presentations by Counsel about self-sufficiency and domestic production of blood products in Scotland and Northern Ireland and the size of pools of plasma used in domestic production.pdf
237,2022-03-31 TS_Dr Robert Perry.pdf
238,2022-04-01 TS_Dr Robert Perry continued.pdf
239,2022-06-07 TS_Professor Sir Michael Rawlins.pdf
240,2022-05-10 TS_Dr Andrzej Rejman.pdf
241,2022-05-11 TS_Dr Andrzej Rejman continued.pdf
242,2022-05-13 TS_Professor John Collinge.pdf
243,2022-05-17 TS_Professor James Ironside.pdf
244,2022-05-20 TS_Lord John Patten.pdf
245,2022-05-18 TS_Dr Nicky Connor & Presentation by Counsel chronology of key events relevant to vCJD.pdf
246,2022-07-12 TS_Sir Robert Francis QC continued.pdf
247,2019-05-22 TS_Simon Hamilton [W2339].pdf
248,2022-06-28 TS_Baroness Virginia Bottomley.pdf
249,2022-06-29 TS_Lord John Horam.pdf
250,2022-06-30 TS_Baroness Gloria Hooper.pdf
251,2022-07-06 TS_Lord William Waldegrave continued.pdf
252,2022-07-11 TS_Sir Robert Francis QC.pdf
253,2022-07-07 TS_Presentation by Counsel to the Inquiry on the role of the Chief Medical Officer in the 1970s and 1980s.pdf
254,2022-07-22 TS_Dr Robert McQuiston.pdf
255,2022-07-18 TS_Presentation relating to government decision-making and the response of governments in Wales and Northern Ireland.pdf
256,2022-07-19 TS_Duncan MacNiven.pdf
257,2022-11-17 TS_How to find people undiagnosed.pdf
258,2022-07-21 TS_Lord John Reid and Hazel Blears.pdf
259,2022-07-25 TS_Professor Aileen Keel.pdf
260,2022-09-13 TS_Anita James.pdf
261,2022-07-26 TS_Professor Aileen Keel continued.pdf
262,2022-07-28 TS_Malcolm Chisholm.pdf
263,2022-09-12 TS_Lord Nigel Crisp.pdf
264,2022-09-30 TS_Panel about the experiences of people infected and affected from minority ethnic communities.pdf
265,2022-09-16 TS_Caroline Flint.pdf
266,2022-09-22 TS_John Canavan.pdf
267,2022-09-14 TS_Zubeda Seedat & Professor David Armstrong.pdf
268,2022-09-23 TS_Baroness Dawn Primarolo.pdf
269,"2022-9-15 TS_Susan Douglas, & Presentation by Counsel to the Inquiry about medical records.pdf"
270,2022-09-26 TS_Panel about the experiences of the Skipton Fund by people infected and affected with missing records.pdf
271,2022-09-21 TS_Presentation by Counsel to the Inquiry about government decision-making and the response of government in Scotland.pdf
272,all_transcripts.csv
273,2022-09-28 TS_Panel about the experiences of people infected with hepatitis B.pdf
274,2022-09-27 TS_Panel about the experiences of people with hepatitis C.pdf
275,2022-10-13 TS_Professor Richard Tedder.pdf
276,2022-09-29 TS_Panel about the experiences of parents whose children were infected at Alder Hey Children's Hospital.pdf
277,2022-10-14 TS_Professor Richard Tedder continued.pdf
278,2022-10-03 TS_Public Health & Administration Expert Group.pdf
279,"2022-11-08 TS_Brian O'Mahony, Chief Executive of the Irish Haemophilia Society.pdf"
280,2022-10-04 TS_Continued evidence from the experts from the public health and administration group.pdf
281,2022-10-06 TS_Panel about the experiences of parents whose children were infected at children's hospitals.pdf
282,2022-10-07 TS_Panel about the experiences of people recently diagnosed with hepatitis C.pdf
283,2022-11-18 TS_Professor Sir Jonathan Van-Tam.pdf
284,2019-04-30 TS_Carole Anne Hill [W0024].pdf
285,"2022-11-16 TS_Professor James Neuberger, Professor Mark Bellamy and Dr Alison Cave.pdf"
286,2019-06-11 TS_John Cornes [W1170] only.pdf
287,2022-11-15 TS_Dr Susan Hopkins and Professor Colin Melville.pdf
288,"2022-11-14 TS_Alex Chisholm, Jayne Brady, Andrew Goodall, Lesley Fraser & Dame June Raine.pdf"
289,2022-11-10 TS_Professor Derek Manas and Professor Ian Roberts.pdf
290,2019-07-08 TS_Mr T [W0123].pdf
291,2019-04-30 TS_Derek Martindale [W1688].pdf
292,2023-01-17 TS_Steven Snowden KC & Andrew Bragg.pdf
293,2023-01-17 TS_Oral Submissions Collins & Andrew Bragg Snowden KC.pdf
294,"2023-01-20 TS_Karon Monaghan KC, instructed by Saunders Law, & Roanna Maharaj, on behalf of the UK Thalassaemia Society.pdf"
295,"2023-01-18 TS_Eleanor Grey KC, instructed by Government Legal Department, on behalf of the DHSC and Barbara Scott.pdf"
296,"2023-01-24 TS_Charlie Cory-Wright KC, instructed by Weightmans, on behalf of NHS Blood and Transplant.pdf"
297,2019-05-22 TS_Danielle Mullan [W2439].pdf
298,2019-11-01 TS_Mary Grindley [W2336].pdf
299,2019-07-03 TS_John McDougall [W2850].pdf
300,2019-06-13 TS_Lesley McEvoy [W1934] only.pdf
301,2019-05-22 TS_Ms G [W2607] and Ms H [W2449].pdf
302,2019-04-30 TS_Opening statements.pdf
303,2019-07-09 TS_Graeme Malloch.pdf
304,2019-06-04 TS_Gillian Kenny [W0466].pdf
305,2019-06-05 TS_Ruth Spellman [W0179].pdf
306,2019-06-05 TS_Susan Gorman [W2753].pdf
307,2019-06-04 TS_Shelagh [W0043] and Luke O'Shea [W1696].pdf
308,2020-11-05 TS_Professor Charles Hay (continued)_0.pdf
309,2019-06-06 TS_Penelope Rae [W1962] and Bronwyn Rae-le Bourn [W2052].pdf
310,2019-06-13 TS_Sean Nevin [W1425] and Eleanor Nevin [W2786].pdf
311,"2019-06-07 TS_Graham Manning [W1367], Mr L [W0148], Maria Fletcher [W1876].pdf"
312,2019-05-08 TS_Alan Fowle [W1805] and Christine Fowle [W1649].pdf
313,2019-06-21 TS_Peter Burney [W0061] only.pdf
314,"2019-10-08 TS_Barry Fitzgerald [W2819], Ronan Fitzgerald [W1874].pdf"
315,"2023-01-27 TS_Philip Aldworth KC, instructed by the Directorate of Legal Services.pdf"
316,"2023-01-31 TS_Simon Bowie KC, instructed by the Central Legal Office NHS NSS, & Fiona Scolding KC, instructed by Leigh Day.pdf"
317,"2023-02-01 TS_Emma Jones (continued) & Lloyd Williams KC, instructed by Watkins & Gunn.pdf"
318,"2023-02-02 TS_Jamie Dawson KC, instructed by Thompsons Solicitors Scotland, on behalf of 297 individual core participants,.pdf"
319,"2023-01-19 TS_Katie Gallop KC, instructed by Eversheds Sutherland, on behalf of The Haemophilia Society and Andrew Kennedy, instructed by Hempsons.pdf"
320,2019-11-01 TS_Mr AW [W3023].pdf
321,2021-01-13 TS_Manchester Haemophilia Presentation (London).pdf
322,"2019-05-24 TS_Sharon Lowry [W2655], Mark Donnelly [W2609], Caroline Carberry [W2451].pdf"
323,"2021-06-22 TS_Nicholas Sainsbury, John Peach and Gary Bennett.pdf"
324,2020-10-27 TS_Birmingham Haemophilia Centres (Inquiry Presentation) & Professor Ian Franklin.pdf
325,2021-01-27 TS_Medical Ethics Experts continued (London).pdf
326,"2019-05-02 TS_Clair Walton [W1589], Mrs A [W0140], Lesley Brownless [W1111].pdf"
327,2019-06-11 TS_Graham Binks [W0288].pdf
328,"2019-06-11 TS_John Cornes [W1170], Jo-Ann Cohrs [W1162], Graham Binks [W0288].pdf"
329,"2019-05-23 TS_Christina McLaughlin [W2778], John Patrick Conway [W2964], and Patricia Martina Kelly [W2765].pdf"
330,2019-06-13 TS_Leroy Scarlett [W2644].pdf
331,"2019-06-12 TS_Martin Beard [W0012], David Gort [W1224], Darren Rawson [W1963].pdf"
332,2019-06-18 TS_Nicola Leahey [W0223].pdf
333,2019-06-14 TS_Laura Megan Ryan [W0648] and Robert Derek Ryan [2608].pdf
334,2019-06-19 TS_Shirley ANON [W0813].pdf
335,2019-06-20 TS_Richard Warwick [W1592].pdf
336,"2019-06-18 TS_Nicola Leahey [W0223], Ms N [W1647], Suresh Vaghela [W1577].pdf"
337,"2019-06-14 TS_Mr M [W1291], Margaret Madden [W1364], Laura Megan Ryan [W0648], Robert Derek Ryan [2608].pdf"
338,"2019-06-19 TS_Mr O [W1297], Susan Harrison [W0625], Shirley ANON [W0813].pdf"
339,2019-07-04 TS_Alice Mackie [W2189].pdf
340,2019-07-09 TS_Mr W [W2781].pdf
341,2019-07-02 TS_Thomas Griffiths [W2148].pdf
342,"2019-10-17 TS_Stuart McLean [W0653], Mark Ward [W1591], Richard Dudley-Smith [W1199], Androulia Andreou [W1821].pdf"
343,"2019-06-20 TS_Mr P [W0279], Courtenay Hildyard [W2344], Richard Warwick [W1592], Ms Q [W1234].pdf"
344,"2019-07-02 TS_Alison Bennett [W0553], Thomas Griffiths [W2148], Mr R [W2106].pdf"
345,2019-07-05 TS_Rosemary Wright [W2286].pdf
346,2019-07-05 TS_Richard Titheridge [W0252].pdf
347,"2019-07-04 TS_Pamela Pennycook [W2242], Alice Mackie [W2189] and Ms S [W2315].pdf"
348,2019-07-10 TS_Mr X [W2137].pdf
349,"2019-06-21 TS_Jennifer Dorricott [W2343], Eleanor Dorricott [W1197], Sarah Dorricott [W2893], Ann Dorricott [W1196].pdf"
350,"2019-07-03 TS_Gillian Fyffe [W0363], Rory Fyffe [W0688], Lucy Parham [W0687], and Stanley Fyffe [W0686].pdf"
351,"2019-06-13 TS_Sean Nevin [W1425], Eleanor Nevin [W2786], Lesley McEvoy [W1934], Leroy Scarlett [W2644].pdf"
352,"2019-07-08 TS_Mr V [W2245], Mrs V [W2243].pdf"
353,"2019-07-08 TS_Maria Armour [W2076], Mr T [W0123], Mrs U [W0136], Mr V [W2245], Mrs V[W2243].pdf"
354,"2019-07-03 TS_Eileen Dyson [W2130], John McDougall [W2850], Gillian Fyffe [W0363], Rory Fyffe [W0688], Lucy Parham [W0687], and Stanley Fyffe [W0686].pdf"
355,"2019-07-05 TS_William Wright [W2287], Rosemary Wright [W2286] and Richard Titheridge [W0252].pdf"
356,2019-07-10 TS_Ms Y [W2288].pdf
357,"2019-07-09 TS_Mr W [W2781], Christine Norval [W2234] and Graeme Malloch.pdf"
358,all_transcripts.db
359,2019-07-10 TS_Pauline Reid [W2247].pdf
360,reference.csv
361,2019-07-11 TS_Ms AD [W2202].pdf
362,"2019-07-10 TS_Mr X [W2137], Ms Y [W2288], Pauline Reid [W2247], Mr Z [W2223], Mrs Z [W2311].pdf"
363,2019-07-24 TS_Mr AE [W2422].pdf
364,2019-07-25 TS_Mrs AG [W0695].pdf
365,2019-07-11 TS_Mr AB [W2239].pdf
366,2019-07-24 TS_Elaine Huxley [W2354].pdf
367,"2019-07-11 TS_Mr AB [W2239], Mr AC [W0196] and Ms AD [W2202].pdf"
368,2019-07-23 TS_Gerald Stone [W2554].pdf
369,2019-07-26 TS_Huw Thomas [W0023].pdf
370,2019-07-23 TS_Susan Sparkes [W1713].pdf
371,"2019-07-23 TS_Karisa Jones [W2019], Gerald Stone [W2554], Susan Sparkes [W1713].pdf"
372,2019-07-24 TS_Judith Thomas [W2407].pdf
373,2019-07-25 TS_Jane Jones [W2360].pdf
374,2019-10-10 TS_Mr AH [W1006].pdf
375,2019-10-11 TS_Mrs AJ [W1303].pdf
376,2019-10-11 TS_Mr AK [W1005].pdf
377,"2019-10-08 TS_Colin Turton [W1574], Denise Turton [W1575].pdf"
378,"2019-07-25 TS_Michael Summers [W2406], Monica Summers [W2560].pdf"
379,"2019-07-24 TS_Janet Smith [W1523], Colin Smith [W1781], Elaine Huxley [W2354], Mr AE [W2422], Judith Thomas [W2407].pdf"
380,2019-07-26 TS_Anthony Lane [W2365].pdf
381,2019-07-26 TS_Beverly Tumelty [W2412].pdf
382,2019-10-08 TS_Sue Threakall [W1564].pdf
383,"2019-07-25 TS_Michael Summers [W2406], Monica Summers [W2560], Mr AF [W1275], Jane Jones [W2360], Mrs AG [W0695].pdf"
384,"2019-07-26 TS_Gaynor Lewis [W2368], Beverly Tumelty [W2412], Huw Thomas [W0023], Anthony Lane [W2365].pdf"
385,2019-10-09 TS_Annette Hill-Stewart [W1001].pdf
386,2019-10-09 TS_Baroness Jane Campbell [W0664].pdf
387,2019-10-10 TS_Paul ANON [W1003].pdf
388,"2019-10-09 TS_Louise Marsden [W1371], Trevor Marsden [W1372], Mark Stewart [W1000], Annette Hill-Stewart [W1001], Baroness Jane Campbell [W0664].pdf"
389,"2019-10-08 TS_Opening Remarks, Colin Turton [W1574], Denise Turton [W1575], Sue Threakall [W1564], Barry Fitzgerald [W2819], Ronan Fitzgerald [W1874].pdf"
390,"2019-10-09 TS_Louise Marsden [W1371], Trevor Marsden [W1372].pdf"
391,2019-10-15 TS_Robert Hodgkins [W0009].pdf
392,2019-10-18 TS_Mrs AP [W1011].pdf
393,2019-10-15 TS_Theresa Smith [W0946].pdf
394,"2019-10-11 TS_Tara Allen [W1614], Susan Delglyn [W1183], Janice Whitehorn-Cox [W2000], Mrs AJ [W1303], Mr AK [W1005].pdf"
